location_id,country_iso_code,city
2457,UZ,Tashkent
2458,UZ,Tashkent
2459,UZ,
2460,UZ,Tashkent
2461,UZ,Tashkent
2462,UZ,Navoi
2463,UZ,Tashkent
2464,UZ,Tashkent
2465,UZ,Tashkent
2466,UZ,Tashkent
2467,UZ,
2468,UZ,Tashkent
2469,UZ,Bukhara
2470,UZ,Tashkent
2471,UZ,Tashkent
2472,UZ,Tashkent
2473,UZ,Tashkent
2474,UZ,Tashkent
2475,UZ,Tashkent
2476,UZ,Tashkent
2477,UZ,Andijan
2478,UZ,Tashkent
2479,UZ,Tashkent
2480,UZ,Tashkent
2481,UZ,Tashkent
2482,UZ,Tashkent
2483,UZ,Tashkent
2484,UZ,Tashkent
2485,UZ,Tashkent
2486,UZ,Tashkent
2487,UZ,Tashkent
2488,UZ,Tashkent
2489,UZ,Tashkent
2490,UZ,
2491,UZ,Samarkand
2492,UZ,Tashkent
2493,UZ,Tashkent
2494,UZ,Tashkent
2495,UZ,Tashkent
2496,UZ,Tashkent
2497,UZ,Tashkent
2498,UZ,Tashkent
2499,UZ,Tashkent
2500,UZ,Tashkent
2501,UZ,Phergana
2502,UZ,Tashkent
2503,UZ,Tashkent
2504,UZ,Tashkent
2505,UZ,Tashkent
2506,UZ,Tashkent
2507,UZ,Tashkent
