location_id,country_iso_code,city
2508,UZ,Tashkent
2509,UZ,Tashkent
2510,UZ,Tashkent
2511,UZ,Tashkent
2512,UZ,Tashkent
2513,UZ,Tashkent
2514,UZ,Tashkent
2515,UZ,Tashkent
2516,UZ,Tashkent
2517,UZ,Navoi
2518,UZ,Tashkent
2519,UZ,Tashkent
2520,UZ,Tashkent
2521,UZ,Tashkent
2522,UZ,Tashkent
2523,UZ,
2524,UZ,Tashkent
2525,US,
2526,UZ,Tashkent
2527,UZ,Tashkent
2528,UZ,Tashkent
2529,UZ,Tashkent
2530,UZ,Tashkent
2531,UZ,Tashkent
2532,UZ,
2533,UZ,Tashkent
2534,UZ,Tashkent
2535,UZ,Tashkent
2536,UZ,Tashkent
2537,UZ,Tashkent
2538,UZ,Tashkent
2539,UZ,Tashkent
2540,UZ,Tashkent
2541,UZ,Tashkent
2542,US,Ashburn
2543,GB,London
2544,UZ,Tashkent
2545,UZ,Tashkent
2546,UZ,Tashkent
2547,UZ,Tashkent
2548,UZ,Tashkent
2549,UZ,Tashkent
2550,UZ,Tashkent
2551,UZ,Tashkent
2552,UZ,Tashkent
2553,UZ,Tashkent
2554,UZ,Urgench
2555,UZ,Tashkent
2556,UZ,Tashkent
2557,UZ,Tashkent
2558,UZ,Tashkent
2559,UZ,Tashkent
2560,UZ,Tashkent
2561,UZ,Tashkent
2562,UZ,Tashkent
2563,UZ,Tashkent
2564,UZ,Tashkent
2565,UZ,Tashkent
2566,UZ,Tashkent
2567,UZ,Tashkent
2568,UZ,Tashkent
2569,UZ,Samarkand
2570,UZ,Tashkent
2571,UZ,Tashkent
2572,UZ,Tashkent
2573,UZ,Tashkent
2574,UZ,Tashkent
2575,UZ,Tashkent
2576,UZ,Tashkent
2577,UZ,Tashkent
2578,RU,Vladimir
2579,UZ,Tashkent
2580,PL,Warsaw
2581,UZ,Tashkent
2582,UZ,Tashkent
2583,UZ,Tashkent
2584,UZ,Tashkent
2585,UZ,Tashkent
2586,UZ,Tashkent
2587,UZ,Tashkent
2588,UZ,Tashkent
2589,UZ,Samarkand
2590,UZ,Tashkent
2591,UZ,Tashkent
2592,UZ,Tashkent
2593,UZ,Tashkent
2594,UZ,Tashkent
2595,UZ,Tashkent
2596,UZ,Tashkent
2597,UZ,Tashkent
2598,UZ,Tashkent
2599,UZ,Tashkent
2600,UZ,Tashkent
2601,UZ,Tashkent
2602,UZ,Tashkent
2603,PL,Warsaw
2604,UZ,Tashkent
2605,UZ,Tashkent
2606,UZ,Tashkent
2607,SE,Luleå
2608,UZ,Tashkent
2609,UZ,Tashkent
2610,UZ,Tashkent
2611,UZ,Tashkent
2612,UZ,
2613,UZ,
2614,UZ,Tashkent
2615,UZ,Tashkent
2616,UZ,Tashkent
2617,UZ,Tashkent
2618,UZ,
2619,UZ,Tashkent
2620,UZ,Tashkent
2621,UZ,Tashkent
2622,UZ,Tashkent
2623,RU,Moscow
2624,UZ,Tashkent
2625,UZ,Tashkent
2626,UZ,Tashkent
2627,UZ,Tashkent
2628,UZ,Tashkent
2629,UZ,Tashkent
2630,UZ,Tashkent
2631,UZ,Tashkent
2632,UZ,Tashkent
2633,UZ,Tashkent
2634,UZ,Tashkent
2635,UZ,Tashkent
2636,UZ,Tashkent
2637,UZ,Tashkent
2638,UZ,Tashkent
2639,UZ,Tashkent
2640,UZ,Tashkent
2641,UZ,Tashkent
2642,UZ,Tashkent
2643,UZ,
2644,UZ,Tashkent
2645,UZ,Tashkent
2646,UZ,Tashkent
2647,UZ,Tashkent
2648,UZ,Tashkent
2649,UZ,Tashkent
2650,UZ,Tashkent
2651,UZ,Tashkent
2652,UZ,Tashkent
2653,UZ,Tashkent
2654,UZ,Tashkent
2655,UZ,Tashkent
2656,UZ,Tashkent
2657,UZ,Tashkent
2658,UZ,Tashkent
2659,UZ,Tashkent
2660,TR,Istanbul
2661,UZ,Tashkent
2662,UZ,Tashkent
2663,UZ,Tashkent
2664,UZ,Tashkent
2665,UZ,Tashkent
2666,UZ,Tashkent
2667,UZ,Tashkent
2668,UZ,Tashkent
2669,UZ,Tashkent
2670,UZ,Tashkent
2671,UZ,Tashkent
2672,UZ,Tashkent
2673,UZ,Tashkent
2674,UZ,Tashkent
2675,UZ,Tashkent
2676,UZ,Tashkent
2677,UZ,Tashkent
2678,UZ,Tashkent
2679,UZ,Tashkent
2680,UZ,Tashkent
2681,UZ,Tashkent
2682,UZ,Tashkent
2683,DE,Wiesbaden
2684,UZ,Tashkent
2685,RU,Vladivostok
2686,UZ,Tashkent
2687,UZ,Tashkent
2688,UZ,Tashkent
2689,US,Ashburn
2690,UZ,Tashkent
2691,UZ,Tashkent
2692,UZ,Andijan
2693,UZ,Tashkent
2694,UZ,Tashkent
2695,UZ,Tashkent
2696,UZ,Tashkent
2697,UZ,Tashkent
2698,UZ,Tashkent
2699,UZ,Tashkent
2700,UZ,Tashkent
2701,UZ,Tashkent
2702,UZ,Tashkent
2703,UZ,Tashkent
2704,UZ,Tashkent
2705,UZ,Tashkent
2706,UZ,Tashkent
2707,UZ,Tashkent
2708,PL,Mosina
2709,UZ,Tashkent
2710,UZ,Tashkent
2711,UZ,
2712,UZ,Tashkent
2713,UZ,Tashkent
2714,UZ,Tashkent
2715,UZ,Tashkent
2716,UZ,Samarkand
2717,MY,Putrajaya
2718,UZ,Tashkent
2719,UZ,Tashkent
2720,UZ,Tashkent
2721,UZ,Samarkand
2722,UZ,Tashkent
2723,UZ,Tashkent
2724,UZ,Tashkent
2725,UZ,Tashkent
2726,UZ,Tashkent
2727,UZ,Tashkent
2728,US,Ashburn
2729,UZ,Tashkent
2730,UZ,Tashkent
2731,UZ,
2732,UZ,Tashkent
2733,RU,Moscow
2734,UZ,Tashkent
2735,UZ,Tashkent
2736,UZ,Tashkent
2737,UZ,Tashkent
2738,UZ,Tashkent
2739,UZ,Tashkent
2740,UZ,Tashkent
2741,UZ,
2742,UZ,Tashkent
2743,UZ,Tashkent
2744,UZ,Tashkent
2745,UZ,Tashkent
2746,UZ,Tashkent
2747,UZ,Tashkent
2748,UZ,Tashkent
2749,UZ,Tashkent
2750,UZ,Tashkent
2751,UZ,
2752,UZ,Tashkent
2753,UZ,Tashkent
2754,UZ,Tashkent
2755,UZ,Tashkent
2756,UZ,Tashkent
2757,UZ,Tashkent
2758,UZ,Tashkent
2759,UZ,Tashkent
2760,UZ,Tashkent
2761,UZ,Tashkent
2762,UZ,Tashkent
2763,UZ,Tashkent
2764,UZ,Tashkent
2765,UZ,Tashkent
2766,UZ,Tashkent
2767,UZ,Tashkent
2768,UZ,Tashkent
2769,UZ,Tashkent
2770,UZ,
2771,UZ,Tashkent
2772,UZ,Tashkent
2773,UZ,Tashkent
2774,UZ,Tashkent
2775,UZ,Tashkent
2776,UZ,Tashkent
2777,UZ,Tashkent
2778,UZ,Tashkent
2779,UZ,Phergana
2780,UZ,Tashkent
2781,UZ,Tashkent
2782,UZ,Tashkent
2783,UZ,Tashkent
2784,UZ,Tashkent
2785,UZ,Tashkent
2786,UZ,Tashkent
2787,UZ,Tashkent
2788,UZ,Tashkent
2789,UZ,Tashkent
2790,UZ,Tashkent
2791,UZ,Tashkent
2792,UZ,Tashkent
2793,UZ,Tashkent
2794,UZ,Tashkent
2795,UZ,Tashkent
2796,UZ,
2797,UZ,Tashkent
2798,UZ,Tashkent
2799,UZ,Tashkent
2800,UZ,Tashkent
2801,UZ,Tashkent
2802,UZ,Tashkent
2803,UZ,Tashkent
2804,UZ,Andijan
2805,UZ,Tashkent
2806,UZ,Tashkent
2807,UZ,Tashkent
2808,RU,
2809,UZ,Tashkent
2810,UZ,Tashkent
2811,UZ,Tashkent
2812,UZ,Tashkent
