osys_id,os_name,os_version
2071,android,10
2072,android,10
2073,windows,10.0
2074,ios,17.0.3
2075,macos,10.15.7
2076,,
2077,android,12
2078,android,12
2079,ios,17.1
2080,android,13
2081,android,10
2082,ios,16.0
2083,android,10
2084,android,10
2085,android,10
2086,android,10
2087,android,10
2088,android,13
2089,ios,17.1
2090,android,10
2091,android,13
2092,ios,16.6.1
2093,android,10
2094,android,10
2095,android,13
2096,android,10
2097,android,10
2098,ios,16.6.1
2099,android,10
2100,android,13
2101,android,10
2102,android,10
2103,android,10
2104,android,6.0.1
2105,ios,16.1.1
2106,ios,16.6
2107,android,10
2108,android,10
2109,android,13
2110,android,13
2111,ios,17.0.3
2112,ios,16.7
2113,android,13
2114,android,10
2115,android,12
2116,android,10
2117,android,10
2118,ios,16.6
2119,ios,17.0.3
2120,android,12
2121,ios,16.0
2122,android,12
2123,android,10
2124,android,10
2125,android,11
2126,ios,15.7.9
2127,android,9
2128,ios,16.7
2129,android,10
2130,android,11
2131,ios,17.0.3
2132,android,10
2133,android,13
2134,android,13
2135,android,10
2136,windows,10.0
2137,android,13
2138,ios,17.0.3
2139,android,13
2140,windows,10.0
2141,ios,16.6.1
2142,android,10
2143,android,10
2144,android,10
2145,windows,10.0
2146,android,10
2147,android,13
2148,android,10
2149,android,10
2150,windows,10.0
2151,android,10
2152,ios,16.3.1
2153,android,10
2154,ios,17.1
2155,android,10
2156,android,10
2157,ios,16.5.1
2158,ios,16.6.1
2159,android,10
2160,android,13
2161,ios,16.6.1
2162,android,10
2163,,
2164,android,10
2165,android,10
2166,ios,16.6.1
2167,android,10
2168,ios,16.2
2169,macos,10.15.7
2170,android,10
2171,android,10
2172,ios,16.6.1
2173,windows,10.0
2174,windows,10.0
2175,android,10
2176,ios,16.6.1
2177,android,10
2178,android,10
2179,android,10
2180,,
2181,android,10
2182,android,9
2183,android,12
2184,android,13
2185,ios,16.6
2186,android,12
2187,android,13
2188,linux,
2189,android,13
2190,android,10
2191,android,10
2192,android,13
2193,ios,17.0.3
2194,android,13
2195,,
2196,android,13
2197,android,10
2198,android,12
2199,android,10
2200,android,10
2201,android,10
2202,windows,10.0
2203,android,10
2204,ios,17.1
2205,android,10
2206,android,12
2207,ios,12.5.7
2208,android,10
2209,android,10
2210,ios,16.6.1
2211,ios,16.7.1
2212,macos,10.11.1
2213,android,12
2214,android,10
2215,ios,17.0.3
2216,android,13
2217,android,13
2218,ios,17.0.3
2219,macos,10.15.7
2220,android,10
2221,android,10
2222,android,10
2223,windows,10.0
2224,android,10
2225,android,10
2226,android,10
2227,android,12
2228,windows,10.0
2229,android,13
2230,ios,16.6
2231,ios,16.5
2232,windows,10.0
2233,android,10
2234,android,13
2235,android,10
2236,android,10
2237,android,10
2238,android,11
2239,android,10
2240,android,7.1.1
2241,android,10
2242,ios,16.0
2243,android,10
2244,android,10
2245,ios,16.6.1
2246,android,13
2247,android,10
2248,android,10
2249,android,13
2250,android,12
2251,ios,17.0.3
2252,android,10
2253,android,10
2254,android,10
2255,ios,17.1
2256,android,10
2257,ios,16.6
2258,android,10
2259,android,13
2260,android,13
2261,android,10
2262,ios,16.6.1
2263,android,10
2264,android,10
2265,ios,15.7.1
2266,,
2267,ios,17.0.3
2268,android,10
2269,ios,17.1
2270,,
2271,android,10
2272,android,10
2273,ios,15.7.6
2274,ios,17.0.3
2275,android,13
2276,android,13
2277,android,10
2278,android,10
2279,android,10
2280,android,10
2281,android,12
2282,android,10
2283,ios,12.5.7
2284,windows,10.0
2285,ios,16.6.1
2286,ios,16.6.1
2287,macos,10.15.7
2288,android,10
2289,android,10
2290,windows,10.0
2291,,
2292,windows,10.0
2293,android,10
2294,android,10
2295,android,10
2296,,
2297,android,10
2298,windows,10.0
2299,android,10
2300,ios,16.6
2301,android,10
2302,android,11
2303,android,11
2304,ios,17.0.3
2305,windows,10.0
2306,android,10
2307,,
2308,ios,16.3.1
2309,ios,17.0.3
2310,android,10
2311,ios,17.0.3
2312,android,13
2313,android,13
2314,ios,17.0.3
2315,windows,10.0
2316,android,13
2317,android,10
2318,android,10
2319,android,10
2320,android,10
2321,android,12
2322,ios,17.1
2323,android,10
2324,android,10
2325,android,13
2326,android,10
2327,android,10
2328,android,10
2329,android,10
2330,ios,16.4.1
2331,ios,17.0.3
2332,android,10
2333,android,10
2334,ios,17.1
2335,android,10
2336,android,10
2337,android,10
2338,android,13
2339,ios,17.1
2340,android,10
2341,android,11
2342,android,10
2343,ios,15.7.9
2344,android,13
2345,android,10
2346,android,10
2347,android,12
2348,android,10
2349,android,10
2350,windows,10.0
2351,android,10
2352,ios,17.0.2
2353,ios,17.0.3
2354,android,8.1.0
2355,android,10
2356,ios,17.1
2357,android,10
2358,android,12
2359,windows,10.0
2360,android,10
2361,android,10
2362,android,9
2363,ios,17.1
2364,android,10
2365,android,10
2366,android,10
2367,android,13
2368,ios,16.7
2369,android,10
2370,android,10
2371,android,10
2372,windows,10.0
2373,macos,10.15.7
2374,ios,16.3.1
2375,android,10
2376,android,11
2377,ios,16.6.1
2378,ios,16.0
2379,android,13
2380,android,10
2381,android,10
2382,macos,10.15.7
2383,android,12
2384,android,12
2385,android,10
2386,android,13
2387,ios,17.0.3
2388,android,10
2389,android,13
2390,android,10
2391,android,10
2392,android,12
2393,ios,15.6.1
2394,android,10
2395,android,10
2396,android,10
2397,android,10
2398,ios,16.6.1
2399,android,10
2400,android,13
2401,macos,10.15.7
2402,ios,17.0
2403,android,10
2404,ios,14.8.1
2405,ios,16.3.1
2406,android,10
2407,macos,10.11.1
2408,android,11
2409,android,12
2410,ios,16.6.1
2411,android,10
2412,android,10
2413,android,10
2414,android,10
2415,android,10
2416,android,10
2417,android,13
2418,android,13
2419,android,10
2420,android,10
2421,android,13
2422,android,13
2423,ios,17.1
2424,android,12
2425,ios,16.6.1
2426,android,11
2427,android,12
2428,android,10
2429,android,10
2430,ios,16.5.1
2431,android,10
2432,android,11
2433,android,10
2434,android,10
2435,android,10
2436,ios,15.6.1
2437,ios,17.0.3
2438,android,10
2439,android,10
2440,android,13
2441,android,12
2442,android,12
2443,android,10
2444,ios,16.7
2445,android,10
2446,ios,17.0
2447,android,10
2448,android,10
2449,android,10
2450,ios,16.5.1
2451,android,13
2452,android,10
2453,android,13
2454,android,10
2455,android,10
2456,android,10
2457,ios,16.6.1
2458,android,12
2459,android,13
2460,windows,10.0
2461,android,10
2462,android,12
2463,android,13
2464,android,10
2465,android,10
2466,android,10
2467,android,10
2468,android,13
2469,android,11
2470,android,13
2471,android,10
2472,ios,16.6
2473,android,10
2474,android,10
2475,ios,17.1
2476,android,10
2477,android,11
2478,windows,10.0
2479,android,10
2480,android,10
2481,android,13
2482,android,10
2483,android,10
2484,ios,17.0.1
2485,ios,17.1
2486,android,10
2487,android,10
2488,android,9
2489,android,10
2490,macos,10.11.1
2491,ios,17.1
2492,ios,17.0.3
2493,android,13
2494,android,12
2495,android,12
2496,android,10
2497,linux,
2498,android,10
2499,android,10
2500,android,10
2501,android,10
2502,ios,16.6.1
2503,windows,10.0
2504,android,12
2505,android,9
2506,android,13
2507,android,10
2508,ios,14.0
2509,android,10
2510,ios,16.6
2511,android,10
2512,android,10
2513,android,11
2514,android,10
2515,android,13
2516,android,10
2517,android,12
2518,android,10
2519,ios,16.6.1
2520,android,13
2521,android,10
2522,android,10
2523,android,13
2524,android,11
2525,,
2526,android,10
2527,android,10
2528,ios,17.0.3
2529,ios,15.7.8
2530,ios,17.0
2531,android,10
2532,ios,16.6.1
2533,ios,17.0.3
2534,ios,16.6.1
2535,android,13
2536,android,10
2537,ios,17.0
2538,android,13
2539,android,10
2540,android,10
2541,android,10
2542,,
2543,ios,17.1
2544,ios,17.0.3
2545,android,10
2546,android,10
2547,android,10
2548,android,13
2549,android,10
2550,android,13
2551,ios,16.6.1
2552,android,10
2553,ios,17.0.3
2554,android,13
2555,android,10
2556,android,13
2557,android,10
2558,android,10
2559,ios,16.0
2560,android,10
2561,android,10
2562,android,10
2563,android,10
2564,android,10
2565,ios,16.6
2566,android,12
2567,android,13
2568,android,10
2569,linux,
2570,android,10
2571,android,6.0.1
2572,android,10
2573,android,10
2574,android,13
2575,android,10
2576,android,10
2577,android,10
2578,,
2579,android,8.0.0
2580,android,10
2581,ios,17.0.3
2582,ios,16.1.1
2583,android,10
2584,android,10
2585,linux,
2586,windows,10.0
2587,android,10
2588,android,13
2589,android,10
2590,android,10
2591,android,10
2592,android,10
2593,android,10
2594,android,10
2595,android,10
2596,android,10
2597,android,10
2598,ios,17.0.3
2599,android,10
2600,ios,16.6
2601,android,11
2602,ios,17.0.3
2603,android,13
2604,android,12
2605,android,10
2606,android,10
2607,,
2608,ios,15.7.9
2609,ios,16.6.1
2610,android,13
2611,android,11
2612,android,10
2613,android,10
2614,android,10
2615,ios,16.3.1
2616,android,13
2617,android,8.1.0
2618,android,11
2619,android,11
2620,android,13
2621,android,13
2622,android,12
2623,ios,17.0.3
2624,android,10
2625,android,10
2626,windows,10.0
2627,android,6.0.1
2628,android,10
2629,android,10
2630,android,10
2631,android,10
2632,android,10
2633,android,10
2634,android,11
2635,android,12
2636,android,10
2637,android,11
2638,android,11
2639,macos,10.15.7
2640,android,13
2641,android,13
2642,android,9
2643,ios,17.0.3
2644,ios,17.0.3
2645,android,10
2646,ios,16.6.1
2647,windows,10.0
2648,android,10
2649,android,10
2650,ios,16.6.1
2651,android,10
2652,ios,16.6.1
2653,android,12
2654,ios,17.0.3
2655,android,12
2656,android,13
2657,android,13
2658,ios,16.6.1
2659,android,10
2660,android,11
2661,ios,17.1
2662,android,10
2663,android,13
2664,android,7.1.2
2665,android,13
2666,android,11
2667,android,10
2668,ios,16.6.1
2669,ios,16.6.1
2670,android,10
2671,android,13
2672,android,7.1.2
2673,android,10
2674,android,10
2675,android,10
2676,android,12
2677,android,10
2678,android,10
2679,windows,10.0
2680,android,8.1.0
2681,android,10
2682,ios,16.6.1
2683,android,13
2684,android,11
2685,android,10
2686,android,10
2687,android,10
2688,ios,17.0.3
2689,,
2690,android,13
2691,android,10
2692,ios,17.0.3
2693,android,11
2694,windows,10.0
2695,android,13
2696,ios,17.0.3
2697,android,12
2698,android,13
2699,android,10
2700,android,10
2701,ios,16.0.2
2702,android,10
2703,ios,16.7
2704,android,10
2705,macos,10.15.7
2706,windows,10.0
2707,ios,16.7.1
2708,android,11
2709,android,10
2710,ios,16.5.1
2711,android,12
2712,android,11
2713,ios,17.0.3
2714,android,10
2715,android,12
2716,linux,
2717,ios,16.6.1
2718,android,10
2719,android,10
2720,android,13
2721,ios,17.1
2722,android,13
2723,android,10
2724,android,13
2725,ios,17.0.3
2726,ios,17.0.3
2727,android,13
2728,,
2729,android,10
2730,android,13
2731,android,10
2732,android,10
2733,windows,10.0
2734,android,13
2735,android,10
2736,android,13
2737,android,10
2738,android,13
2739,android,10
2740,android,10
2741,android,10
2742,android,10
2743,android,10
2744,android,11
2745,ios,16.6.1
2746,android,10
2747,android,10
2748,android,10
2749,ios,17.0.3
2750,android,10
2751,android,12
2752,android,13
2753,android,13
2754,android,10
2755,android,13
2756,android,10
2757,android,13
2758,android,9
2759,android,10
2760,android,7.0
2761,ios,12.5.7
2762,windows,10.0
2763,android,10
2764,ios,17.0.3
2765,android,10
2766,android,10
2767,ios,16.6.1
2768,ios,15.1
2769,android,10
2770,android,11
2771,macos,10.15.7
2772,android,10
2773,android,13
2774,ios,17.0
2775,android,10
2776,android,10
2777,android,13
2778,android,11
2779,android,10
2780,macos,10.15.7
2781,ios,16.6.1
2782,ios,16.6.1
2783,android,10
2784,android,9
2785,android,10
2786,android,13
2787,android,6.0.1
2788,android,13
2789,android,10
2790,ios,17.1
2791,windows,10.0
2792,ios,16.4
2793,android,9
2794,android,10
2795,android,13
2796,android,10
2797,android,13
2798,android,10
2799,android,10
2800,ios,16.0
2801,android,10
2802,android,10
2803,android,10
2804,android,11
2805,android,11
2806,android,10
2807,android,10
2808,android,10
2809,android,10
2810,android,10
2811,android,10
2812,android,10
