app_id,application_id,publisher_name
1863,4391677,Lebazar_old_app
1864,4391677,Korzinka
1865,4391677,???????
1866,4391677,Korzinka
1867,4391677,?????????
1868,4391677,Korzinka
1869,4391677,Korzinka
1870,4391677,Korzinka
1871,4391677,Korzinka
1872,4391677,Korzinka
1873,4391677,Korzinka
1874,4391677,Korzinka
1875,4391677,Korzinka
1876,4391677,Lebazar_old_app
1877,4391677,Korzinka
1878,4391677,Korzinka
1879,4391677,Korzinka
1880,4391677,Korzinka
1881,4391677,Korzinka
1882,4391677,Korzinka
1883,4391677,Korzinka
1884,4391677,Korzinka
1885,4391677,Korzinka
1886,4391677,Korzinka
1887,4391677,Lebazar_old_app
1888,4391677,Korzinka
1889,4391677,Korzinka
1890,4391677,Korzinka
1891,4391677,Korzinka
1892,4391677,Korzinka
1893,4391677,Korzinka
1894,4391677,Korzinka
1895,4391677,Korzinka
1896,4391677,Lebazar_media
1897,4391677,Lebazar_media
1898,4391677,Korzinka
1899,4391677,Korzinka
1900,4391677,Korzinka
1901,4391677,???????
1902,4391677,Korzinka
1903,4391677,Korzinka
1904,4391677,Korzinka
1905,4391677,Lebazar_old_app
1906,4391677,Korzinka
1907,4391677,Korzinka
1908,4391677,???????
1909,4391677,Korzinka
1910,4391677,Korzinka
1911,4391677,Korzinka
1912,4391677,Korzinka
1913,4391677,Korzinka
1914,4391677,Korzinka
1915,4391677,???????
1916,4391677,Korzinka
1917,4391677,Korzinka
1918,4391677,Korzinka
1919,4391677,Korzinka
1920,4391677,Korzinka
1921,4391677,Korzinka
1922,4391677,Korzinka
1923,4391677,Korzinka
1924,4391677,Korzinka
1925,4391677,Korzinka
1926,4391677,Korzinka
1927,4391677,Korzinka
1928,4391677,Korzinka
1929,4391677,Lebazar_old_app
1930,4391677,Korzinka
1931,4391677,Korzinka
1932,4391677,Korzinka
1933,4391677,Korzinka
1934,4391677,Korzinka
1935,4391677,???????
1936,4391677,Korzinka
1937,4391677,Korzinka
1938,4391677,Korzinka
1939,4391677,Korzinka
1940,4391677,Korzinka
1941,4391677,Lebazar_media
1942,4391677,Korzinka
1943,4391677,Korzinka
1944,4391677,Korzinka
1945,4391677,Korzinka
1946,4391677,???????
1947,4391677,Lebazar_old_app
1948,4391677,Korzinka
1949,4391677,Korzinka
1950,4391677,Korzinka
1951,4391677,Korzinka
1952,4391677,?????????
1953,4391677,Korzinka
1954,4391677,Korzinka
1955,4391677,Korzinka
1956,4391677,Lebazar_old_app
1957,4391677,Lebazar_old_app
1958,4391677,Korzinka
1959,4391677,Korzinka
1960,4391677,Korzinka
1961,4391677,Korzinka
1962,4391677,Korzinka
1963,4391677,Korzinka
1964,4391677,Korzinka
1965,4391677,Korzinka
1966,4391677,Korzinka
1967,4391677,Korzinka
1968,4391677,Korzinka
1969,4391677,Lebazar_media
1970,4391677,Korzinka
1971,4391677,?????????
1972,4391677,Korzinka
1973,4391677,Korzinka
1974,4391677,Korzinka
1975,4391677,Korzinka
1976,4391677,Korzinka
1977,4391677,?????????
1978,4391677,Korzinka
1979,4391677,Korzinka
1980,4391677,Korzinka
1981,4391677,Korzinka
1982,4391677,Lebazar_media
1983,4391677,Korzinka
1984,4391677,Korzinka
1985,4391677,Lebazar_media
1986,4391677,Lebazar_media
1987,4391677,Korzinka
1988,4391677,Korzinka
1989,4391677,Korzinka
1990,4391677,?????????
1991,4391677,Korzinka
1992,4391677,Lebazar_media
1993,4391677,Korzinka
1994,4391677,Lebazar_old_app
1995,4391677,Korzinka
1996,4391677,Korzinka
1997,4391677,Korzinka
1998,4391677,Korzinka
1999,4391677,Korzinka
2000,4391677,Korzinka
2001,4391677,???????
2002,4391677,???????
2003,4391677,Korzinka
2004,4391677,Korzinka
2005,4391677,Korzinka
2006,4391677,Korzinka
2007,4391677,Korzinka
2008,4391677,Lebazar_old_app
2009,4391677,Korzinka
2010,4391677,Korzinka
2011,4391677,Lebazar_old_app
2012,4391677,?????????
2013,4391677,Korzinka
2014,4391677,Korzinka
2015,4391677,Korzinka
2016,4391677,Korzinka
2017,4391677,Korzinka
2018,4391677,Korzinka
2019,4391677,Korzinka
2020,4391677,Korzinka
2021,4391677,Korzinka
2022,4391677,???????
2023,4391677,Korzinka
2024,4391677,Korzinka
2025,4391677,Korzinka
2026,4391677,Korzinka
2027,4391677,Korzinka
2028,4391677,Korzinka
2029,4391677,Korzinka
2030,4391677,Korzinka
2031,4391677,Korzinka
2032,4391677,Korzinka
2033,4391677,Korzinka
2034,4391677,Korzinka
2035,4391677,Korzinka
2036,4391677,Lebazar_old_app
2037,4391677,???????
2038,4391677,Korzinka
2039,4391677,Korzinka
2040,4391677,Korzinka
2041,4391677,Korzinka
2042,4391677,Korzinka
2043,4391677,Korzinka
2044,4391677,Korzinka
2045,4391677,Korzinka
2046,4391677,Korzinka
2047,4391677,Korzinka
2048,4391677,Lebazar_old_app
2049,4391677,Korzinka
2050,4391677,Korzinka
2051,4391677,Korzinka
2052,4391677,Korzinka
2053,4391677,Korzinka
2054,4391677,Korzinka
2055,4391677,Korzinka
2056,4391677,Korzinka
2057,4391677,Korzinka
2058,4391677,Korzinka
2059,4391677,Korzinka
2060,4391677,Korzinka
2061,4391677,Lebazar_old_app
2062,4391677,Korzinka
2063,4391677,Korzinka
2064,4391677,Lebazar_old_app
2065,4391677,?????????
2066,4391677,Korzinka
2067,4391677,Korzinka
2068,4391677,Korzinka
2069,4391677,Korzinka
2070,4391677,Korzinka
2071,4391677,Korzinka
2072,4391677,Korzinka
2073,4391677,Korzinka
2074,4391677,Korzinka
2075,4391677,Korzinka
2076,4391677,Korzinka
2077,4391677,Korzinka
2078,4391677,???????
2079,4391677,Korzinka
2080,4391677,Korzinka
2081,4391677,Korzinka
2082,4391677,Korzinka
2083,4391677,Korzinka
2084,4391677,Korzinka
2085,4391677,Korzinka
2086,4391677,Lebazar_old_app
2087,4391677,Korzinka
2088,4391677,Korzinka
2089,4391677,Korzinka
2090,4391677,Korzinka
2091,4391677,Korzinka
2092,4391677,Korzinka
2093,4391677,Korzinka
2094,4391677,Korzinka
2095,4391677,Korzinka
2096,4391677,Korzinka
2097,4391677,Korzinka
2098,4391677,Lebazar_old_app
2099,4391677,Korzinka
2100,4391677,Korzinka
2101,4391677,Korzinka
2102,4391677,Korzinka
2103,4391677,Korzinka
2104,4391677,???????
2105,4391677,Lebazar_media
2106,4391677,Lebazar_old_app
2107,4391677,Korzinka
2108,4391677,?????????
2109,4391677,Korzinka
2110,4391677,Korzinka
2111,4391677,Korzinka
2112,4391677,Korzinka
2113,4391677,Korzinka
2114,4391677,Korzinka
2115,4391677,Korzinka
2116,4391677,Korzinka
2117,4391677,Korzinka
2118,4391677,Korzinka
2119,4391677,Korzinka
2120,4391677,Korzinka
2121,4391677,SMM Korzinka Go
2122,4391677,Korzinka
2123,4391677,Korzinka
2124,4391677,Korzinka
2125,4391677,Korzinka
2126,4391677,Korzinka
2127,4391677,Korzinka
2128,4391677,Lebazar_old_app
2129,4391677,Korzinka
2130,4391677,Korzinka
2131,4391677,Korzinka
2132,4391677,Lebazar_old_app
2133,4391677,Korzinka
2134,4391677,Korzinka
2135,4391677,Korzinka
2136,4391677,Korzinka
2137,4391677,Korzinka
2138,4391677,Lebazar_media
2139,4391677,Korzinka
2140,4391677,Korzinka
2141,4391677,Lebazar_old_app
2142,4391677,Korzinka
2143,4391677,Korzinka
2144,4391677,Korzinka
2145,4391677,Korzinka
2146,4391677,Korzinka
2147,4391677,Korzinka
2148,4391677,Korzinka
2149,4391677,Korzinka
2150,4391677,?????????
2151,4391677,Korzinka
2152,4391677,???????
2153,4391677,Korzinka
2154,4391677,Korzinka
2155,4391677,Korzinka
2156,4391677,Korzinka
2157,4391677,Lebazar_media
2158,4391677,Lebazar_media
2159,4391677,Korzinka
2160,4391677,Korzinka
2161,4391677,Korzinka
2162,4391677,Korzinka
2163,4391677,Korzinka
2164,4391677,Korzinka
2165,4391677,Korzinka
2166,4391677,Korzinka
2167,4391677,Korzinka
2168,4391677,Korzinka
2169,4391677,Lebazar_old_app
2170,4391677,Korzinka
2171,4391677,Lebazar_old_app
2172,4391677,Lebazar_old_app
2173,4391677,Korzinka
2174,4391677,Korzinka
2175,4391677,Korzinka
2176,4391677,Lebazar_media
2177,4391677,Korzinka
2178,4391677,Korzinka
2179,4391677,Korzinka
2180,4391677,Lebazar_old_app
2181,4391677,Korzinka
2182,4391677,Korzinka
2183,4391677,Korzinka
2184,4391677,Korzinka
2185,4391677,Lebazar_old_app
2186,4391677,Korzinka
2187,4391677,Korzinka
2188,4391677,Korzinka
2189,4391677,Korzinka
2190,4391677,Korzinka
2191,4391677,Korzinka
2192,4391677,Korzinka
2193,4391677,Korzinka
2194,4391677,Korzinka
2195,4391677,?????????
2196,4391677,Korzinka
2197,4391677,Korzinka
2198,4391677,SMM Korzinka Go
2199,4391677,Korzinka
2200,4391677,Korzinka
2201,4391677,Korzinka
2202,4391677,Korzinka
2203,4391677,Lebazar_old_app
2204,4391677,Lebazar_old_app
2205,4391677,?????????
2206,4391677,Korzinka
2207,4391677,Korzinka
2208,4391677,Korzinka
2209,4391677,?????????
2210,4391677,Korzinka
2211,4391677,Lebazar_media
2212,4391677,Korzinka
2213,4391677,Korzinka
2214,4391677,Korzinka
2215,4391677,Korzinka
2216,4391677,Korzinka
2217,4391677,Korzinka
2218,4391677,Korzinka
2219,4391677,Lebazar_old_app
2220,4391677,Korzinka
2221,4391677,Korzinka
2222,4391677,Korzinka
2223,4391677,Korzinka
2224,4391677,Korzinka
2225,4391677,Korzinka
2226,4391677,Korzinka
2227,4391677,Korzinka
2228,4391677,Korzinka
2229,4391677,Korzinka
2230,4391677,Korzinka
2231,4391677,Korzinka
2232,4391677,Korzinka
2233,4391677,Korzinka
2234,4391677,Lebazar_media
2235,4391677,Korzinka
2236,4391677,Korzinka
2237,4391677,Korzinka
2238,4391677,Korzinka
2239,4391677,Korzinka
2240,4391677,Korzinka
2241,4391677,Korzinka
2242,4391677,Korzinka
2243,4391677,Korzinka
2244,4391677,Korzinka
2245,4391677,Korzinka
2246,4391677,Korzinka
2247,4391677,Korzinka
2248,4391677,Korzinka
2249,4391677,Korzinka
2250,4391677,Korzinka
2251,4391677,Korzinka
2252,4391677,Korzinka
2253,4391677,Korzinka
2254,4391677,Korzinka
2255,4391677,Korzinka
2256,4391677,?????????
2257,4391677,Korzinka
2258,4391677,Korzinka
2259,4391677,Korzinka
2260,4391677,???????
2261,4391677,Korzinka
2262,4391677,Lebazar_old_app
2263,4391677,Lebazar_old_app
2264,4391677,Korzinka
2265,4391677,?????????
2266,4391677,Korzinka
2267,4391677,Korzinka
2268,4391677,???????
2269,4391677,Lebazar_media
2270,4391677,???????
2271,4391677,Lebazar_old_app
2272,4391677,Korzinka
2273,4391677,Korzinka
2274,4391677,Korzinka
2275,4391677,Korzinka
2276,4391677,Korzinka
2277,4391677,Korzinka
2278,4391677,Korzinka
2279,4391677,Korzinka
2280,4391677,Korzinka
2281,4391677,Korzinka
2282,4391677,Korzinka
2283,4391677,?????????
2284,4391677,Korzinka
2285,4391677,Korzinka
2286,4391677,Lebazar_media
2287,4391677,Lebazar_old_app
2288,4391677,Korzinka
2289,4391677,Korzinka
2290,4391677,Korzinka
2291,4391677,Korzinka
2292,4391677,Lebazar_old_app
2293,4391677,Korzinka
2294,4391677,Korzinka
2295,4391677,Korzinka
2296,4391677,Korzinka
2297,4391677,Korzinka
2298,4391677,Korzinka
2299,4391677,Korzinka
2300,4391677,Lebazar_old_app
2301,4391677,Korzinka
2302,4391677,Korzinka
2303,4391677,Korzinka
2304,4391677,Korzinka
2305,4391677,Korzinka
2306,4391677,Korzinka
2307,4391677,Lebazar_media
2308,4391677,Korzinka
2309,4391677,SMM Korzinka Go
2310,4391677,Korzinka
2311,4391677,Korzinka
2312,4391677,Korzinka
2313,4391677,Korzinka
2314,4391677,Korzinka
2315,4391677,Korzinka
2316,4391677,???????
2317,4391677,Korzinka
2318,4391677,Korzinka
2319,4391677,Korzinka
2320,4391677,Korzinka
2321,4391677,Korzinka
2322,4391677,Korzinka
2323,4391677,Korzinka
2324,4391677,Korzinka
2325,4391677,Korzinka
2326,4391677,Korzinka
2327,4391677,Korzinka
2328,4391677,Korzinka
2329,4391677,Korzinka
2330,4391677,Korzinka
2331,4391677,Korzinka
2332,4391677,Korzinka
2333,4391677,Korzinka
2334,4391677,Korzinka
2335,4391677,Korzinka
2336,4391677,Korzinka
2337,4391677,Korzinka
2338,4391677,Lebazar_media
2339,4391677,Korzinka
2340,4391677,Korzinka
2341,4391677,Korzinka
2342,4391677,Korzinka
2343,4391677,Korzinka
2344,4391677,Lebazar_media
2345,4391677,Korzinka
2346,4391677,Korzinka
2347,4391677,Korzinka
2348,4391677,Korzinka
2349,4391677,Korzinka
2350,4391677,Korzinka
2351,4391677,Korzinka
2352,4391677,Korzinka
2353,4391677,Korzinka
2354,4391677,Korzinka
2355,4391677,Korzinka
2356,4391677,Korzinka
2357,4391677,Korzinka
2358,4391677,Lebazar_old_app
2359,4391677,Korzinka
2360,4391677,Lebazar_old_app
2361,4391677,Korzinka
2362,4391677,Korzinka
2363,4391677,Lebazar_old_app
2364,4391677,Korzinka
2365,4391677,Korzinka
2366,4391677,Korzinka
2367,4391677,Korzinka
2368,4391677,Korzinka
2369,4391677,Korzinka
2370,4391677,Korzinka
2371,4391677,Korzinka
2372,4391677,Korzinka
2373,4391677,Lebazar_old_app
2374,4391677,Korzinka
2375,4391677,Korzinka
2376,4391677,Korzinka
2377,4391677,Korzinka
2378,4391677,Korzinka
2379,4391677,Korzinka
2380,4391677,Korzinka
2381,4391677,Korzinka
2382,4391677,Korzinka
2383,4391677,Korzinka
2384,4391677,Korzinka
2385,4391677,???????
2386,4391677,???????
2387,4391677,Lebazar_old_app
2388,4391677,Korzinka
2389,4391677,Korzinka
2390,4391677,Korzinka
2391,4391677,Korzinka
2392,4391677,Korzinka
2393,4391677,Lebazar_old_app
2394,4391677,Korzinka
2395,4391677,Korzinka
2396,4391677,Korzinka
2397,4391677,Korzinka
2398,4391677,Lebazar_media
2399,4391677,Korzinka
2400,4391677,Korzinka
2401,4391677,Korzinka
2402,4391677,Korzinka
2403,4391677,Korzinka
2404,4391677,Korzinka
2405,4391677,Korzinka
2406,4391677,Korzinka
2407,4391677,Korzinka
2408,4391677,Korzinka
2409,4391677,???????
2410,4391677,Korzinka
2411,4391677,Lebazar_old_app
2412,4391677,Korzinka
2413,4391677,Korzinka
2414,4391677,Korzinka
2415,4391677,Korzinka
2416,4391677,Korzinka
2417,4391677,Korzinka
2418,4391677,Korzinka
2419,4391677,Korzinka
2420,4391677,Korzinka
2421,4391677,Korzinka
2422,4391677,Korzinka
2423,4391677,Korzinka
2424,4391677,Korzinka
2425,4391677,Korzinka
2426,4391677,Lebazar_media
2427,4391677,Lebazar_old_app
2428,4391677,Korzinka
2429,4391677,Korzinka
2430,4391677,Korzinka
2431,4391677,Korzinka
2432,4391677,Korzinka
2433,4391677,Korzinka
2434,4391677,Korzinka
2435,4391677,Korzinka
2436,4391677,Lebazar_media
2437,4391677,Korzinka
2438,4391677,Korzinka
2439,4391677,Korzinka
2440,4391677,Korzinka
2441,4391677,???????
2442,4391677,Lebazar_media
2443,4391677,Korzinka
2444,4391677,?????????
2445,4391677,Korzinka
2446,4391677,Lebazar_old_app
2447,4391677,Korzinka
2448,4391677,Korzinka
2449,4391677,Korzinka
2450,4391677,Korzinka
2451,4391677,Korzinka
2452,4391677,Korzinka
2453,4391677,Korzinka
2454,4391677,Korzinka
2455,4391677,Korzinka
2456,4391677,Korzinka
2457,4391677,Korzinka
2458,4391677,Korzinka
2459,4391677,Korzinka
2460,4391677,Lebazar_old_app
